time,vehicle,lane,pos,speed,leader,lagger,left_leader,left_lagger,right_leader,right_lagger,following_light
717,24,0,2046,6,null,26,null,null,null,25,null
717,25,1,149,6,null,null,24,26,null,null,2
717,26,0,149,6,24,null,null,null,25,null,2
718,24,0,2058,12,null,26,null,null,null,25,null
718,25,1,161,12,null,null,24,26,null,null,2
718,26,0,161,12,24,null,null,null,25,null,2
719,24,0,2076,18,null,26,null,null,null,25,null
719,25,1,179,18,null,null,24,26,null,null,2
719,26,0,179,18,24,null,null,null,25,null,2
720,24,0,2100,24,null,26,null,null,null,25,null
720,25,1,203,24,null,null,24,26,null,null,2
720,26,0,203,24,24,null,null,null,25,null,2
721,24,0,2130,30,null,26,null,null,null,25,null
721,25,1,233,30,null,null,24,26,null,null,2
721,26,0,233,30,24,null,null,null,25,null,2
722,24,0,2166,36,null,26,null,null,null,25,null
722,25,1,269,36,null,null,24,26,null,null,2
722,26,0,269,36,24,null,null,null,25,null,2
723,25,1,309,40,null,null,null,26,null,null,2
723,26,0,309,40,null,null,null,null,25,null,2
724,25,1,349,40,null,null,null,26,null,null,2
724,26,0,346,37,null,null,null,null,25,null,2
725,25,1,389,40,null,null,null,26,null,null,2
725,26,0,386,40,null,null,null,null,25,null,2
726,25,1,429,40,null,null,null,26,null,null,2
726,26,0,426,40,null,null,null,null,25,null,2
727,25,1,466,37,null,null,null,26,null,null,2
727,26,0,463,37,null,null,null,null,25,null,2
728,25,1,506,40,null,null,null,26,null,null,2
728,26,0,503,40,null,null,null,null,25,null,2
729,25,1,546,40,null,null,null,26,null,null,2
729,26,0,543,40,null,null,null,null,25,null,2
730,25,1,586,40,null,null,null,26,null,null,2
730,26,0,580,37,null,null,null,null,25,null,2
731,25,1,626,40,null,null,null,26,null,null,2
731,26,0,620,40,null,null,null,null,25,null,2
732,25,1,663,37,null,null,null,26,null,null,3
732,26,0,660,40,null,null,null,null,25,null,2
733,25,1,703,40,null,null,null,26,null,null,3
733,26,0,700,40,null,null,null,null,25,null,3
734,25,1,743,40,null,null,null,26,null,null,3
734,26,0,740,40,null,null,null,null,25,null,3
735,25,1,783,40,null,null,null,26,null,null,3
735,26,0,777,37,null,null,null,null,25,null,3
736,25,1,823,40,null,null,null,26,null,null,3
736,26,0,811,34,null,null,null,null,25,null,3
737,25,1,863,40,null,null,null,26,null,null,3
737,26,0,842,31,null,null,null,null,25,null,3
738,25,1,900,37,null,null,null,26,null,null,3
738,26,0,879,37,null,null,null,null,25,null,3
739,25,1,940,40,null,null,null,26,null,null,3
739,26,0,919,40,null,null,null,null,25,null,3
740,25,1,980,40,null,null,null,26,null,null,3
740,26,0,956,37,null,null,null,null,25,null,3
741,25,1,1020,40,null,null,null,26,null,null,3
741,26,0,996,40,null,null,null,null,25,null,3
742,25,1,1060,40,null,null,null,26,null,null,3
742,26,0,1033,37,null,null,null,null,25,null,3
743,25,1,1100,40,null,null,null,26,null,null,3
743,26,0,1067,34,null,null,null,null,25,null,3
744,25,1,1140,40,null,null,null,26,null,null,3
744,26,0,1107,40,null,null,null,null,25,null,3
745,25,1,1180,40,null,null,null,26,null,null,3
745,26,0,1144,37,null,null,null,null,25,null,3
746,25,1,1217,37,null,null,null,26,null,null,5
746,26,0,1184,40,null,null,null,null,25,null,3
747,25,1,1257,40,null,null,null,26,null,null,5
747,26,0,1224,40,null,null,null,null,25,null,5
748,25,1,1297,40,null,null,null,26,null,null,5
748,26,0,1264,40,null,null,null,null,25,null,5
749,25,1,1337,40,null,null,null,26,null,null,5
749,26,0,1301,37,null,null,null,null,25,null,5
750,25,1,1377,40,null,null,null,26,null,null,5
750,26,0,1341,40,null,null,null,null,25,null,5
751,25,1,1414,37,null,null,null,26,null,null,5
751,26,0,1381,40,null,null,null,null,25,null,5
752,25,1,1454,40,null,null,null,26,null,null,5
752,26,0,1421,40,null,null,null,null,25,null,5
753,25,1,1491,37,null,null,null,26,null,null,5
753,26,0,1461,40,null,null,null,null,25,null,5
754,25,1,1531,40,null,null,null,26,null,null,5
754,26,0,1501,40,null,null,null,null,25,null,5
755,25,1,1571,40,null,null,null,26,null,null,5
755,26,0,1541,40,null,null,null,null,25,null,5
756,25,1,1608,37,null,null,null,26,null,null,5
756,26,0,1581,40,null,null,null,null,25,null,5
757,25,1,1648,40,null,null,null,26,null,null,5
757,26,0,1621,40,null,null,null,null,25,null,5
758,25,1,1688,40,null,null,null,26,null,null,5
758,26,0,1658,37,null,null,null,null,25,null,5
759,25,1,1728,40,null,null,null,26,null,null,5
759,26,0,1698,40,null,null,null,null,25,null,5
760,25,1,1768,40,null,null,null,26,null,null,5
760,26,0,1738,40,null,null,null,null,25,null,5
761,25,1,1808,40,null,null,null,26,null,null,5
761,26,0,1778,40,null,null,null,null,25,null,5
762,25,1,1848,40,null,null,null,26,null,null,5
762,26,0,1818,40,null,null,null,null,25,null,5
763,25,1,1888,40,null,null,null,26,null,null,5
763,26,0,1858,40,null,null,null,null,25,null,5
764,25,1,1925,37,null,null,null,26,null,null,5
764,26,0,1898,40,null,null,null,null,25,null,5
765,25,1,1965,40,null,null,null,26,null,null,5
765,26,0,1938,40,null,null,null,null,25,null,5
766,25,1,2005,40,null,null,null,26,null,null,5
766,26,0,1978,40,null,null,null,null,25,null,5
767,25,1,2040,35,null,null,null,26,null,null,5
767,26,0,2018,40,null,null,null,null,25,null,5
768,25,1,2040,0,null,null,null,26,null,null,5
768,26,0,2040,22,null,null,null,null,25,null,5
769,25,1,2040,0,null,null,null,26,null,null,5
769,26,0,2040,0,null,null,null,null,25,null,5
770,25,1,2040,0,null,null,null,26,null,null,5
770,26,0,2040,0,null,null,null,null,25,null,5
771,25,1,2040,0,null,null,null,26,null,null,5
771,26,0,2040,0,null,null,null,null,25,null,5
772,25,1,2040,0,null,null,null,26,null,null,5
772,26,0,2040,0,null,null,null,null,25,null,5
773,25,1,2040,0,null,null,null,26,null,null,5
773,26,0,2040,0,null,null,null,null,25,null,5
774,25,1,2040,0,null,null,null,26,null,null,5
774,26,0,2040,0,null,null,null,null,25,null,5
775,25,1,2040,0,null,null,null,26,null,null,5
775,26,0,2040,0,null,null,null,null,25,null,5
776,25,1,2040,0,null,null,null,26,null,null,5
776,26,0,2040,0,null,null,null,null,25,null,5
777,25,1,2040,0,null,null,null,26,null,null,5
777,26,0,2040,0,null,null,null,null,25,null,5
778,25,1,2040,0,null,null,null,26,null,null,5
778,26,0,2040,0,null,null,null,null,25,null,5
779,25,1,2040,0,null,null,null,26,null,null,5
779,26,0,2040,0,null,null,null,null,25,null,5
780,25,1,2040,0,null,null,null,26,null,null,5
780,26,0,2040,0,null,null,null,null,25,null,5
781,25,1,2040,0,null,null,null,26,null,null,5
781,26,0,2040,0,null,null,null,null,25,null,5
782,25,1,2040,0,null,null,null,26,null,null,5
782,26,0,2040,0,null,null,null,null,25,null,5
783,25,1,2040,0,null,null,null,26,null,null,5
783,26,0,2040,0,null,null,null,null,25,null,5
784,25,1,2040,0,null,null,null,26,null,null,5
784,26,0,2040,0,null,null,null,null,25,null,5
785,25,1,2040,0,null,null,null,26,null,null,5
785,26,0,2040,0,null,null,null,null,25,null,5
786,25,1,2040,0,null,null,null,26,null,null,5
786,26,0,2040,0,null,null,null,null,25,null,5
787,25,1,2040,0,null,null,null,26,null,null,5
787,26,0,2040,0,null,null,null,null,25,null,5
788,25,1,2040,0,null,null,null,26,null,null,5
788,26,0,2040,0,null,null,null,null,25,null,5
789,25,1,2040,0,null,null,null,26,null,null,5
789,26,0,2040,0,null,null,null,null,25,null,5
790,25,1,2040,0,null,null,null,26,null,null,5
790,26,0,2040,0,null,null,null,null,25,null,5
791,25,1,2040,0,null,null,null,26,null,null,5
791,26,0,2040,0,null,null,null,null,25,null,5
792,25,1,2040,0,null,null,null,26,null,null,5
792,26,0,2040,0,null,null,null,null,25,null,5
793,25,1,2040,0,null,null,null,26,null,null,5
793,26,0,2040,0,null,null,null,null,25,null,5
794,25,1,2040,0,null,null,null,26,null,null,5
794,26,0,2040,0,null,null,null,null,25,null,5
795,25,1,2040,0,null,null,null,26,null,null,5
795,26,0,2040,0,null,null,null,null,25,null,5
796,25,1,2040,0,null,null,null,26,null,null,5
796,26,0,2040,0,null,null,null,null,25,null,5
797,25,1,2040,0,null,null,null,26,null,null,5
797,26,0,2040,0,null,null,null,null,25,null,5
798,25,1,2040,0,null,null,null,26,null,null,5
798,26,0,2040,0,null,null,null,null,25,null,5
799,25,1,2040,0,null,null,null,26,null,null,5
799,26,0,2040,0,null,null,null,null,25,null,5
800,25,1,2040,0,null,null,null,26,null,null,5
800,26,0,2040,0,null,null,null,null,25,null,5
801,25,1,2040,0,null,null,null,26,null,null,5
801,26,0,2040,0,null,null,null,null,25,null,5
802,25,1,2040,0,null,null,null,26,null,null,5
802,26,0,2040,0,null,null,null,null,25,null,5
803,25,1,2040,0,null,null,null,26,null,null,5
803,26,0,2040,0,null,null,null,null,25,null,5
804,25,1,2040,0,null,null,null,26,null,null,5
804,26,0,2040,0,null,null,null,null,25,null,5
805,25,1,2040,0,null,null,null,26,null,null,5
805,26,0,2040,0,null,null,null,null,25,null,5
806,25,1,2040,0,null,null,null,26,null,null,5
806,26,0,2040,0,null,null,null,null,25,null,5
807,25,1,2040,0,null,null,null,26,null,null,5
807,26,0,2040,0,null,null,null,null,25,null,5
808,25,1,2040,0,null,null,null,26,null,null,5
808,26,0,2040,0,null,null,null,null,25,null,5
809,25,1,2040,0,null,null,null,26,null,null,5
809,26,0,2040,0,null,null,null,null,25,null,5
810,25,1,2040,0,null,null,null,26,null,null,5
810,26,0,2040,0,null,null,null,null,25,null,5
811,25,1,2040,0,null,null,null,26,null,null,5
811,26,0,2040,0,null,null,null,null,25,null,5
812,25,1,2040,0,null,null,null,26,null,null,5
812,26,0,2040,0,null,null,null,null,25,null,5
813,25,1,2040,0,null,null,null,26,null,null,5
813,26,0,2040,0,null,null,null,null,25,null,5
814,25,1,2040,0,null,null,null,26,null,null,5
814,26,0,2040,0,null,null,null,null,25,null,5
815,25,1,2040,0,null,null,null,26,null,null,5
815,26,0,2040,0,null,null,null,null,25,null,5
816,25,1,2040,0,null,null,null,26,null,null,5
816,26,0,2040,0,null,null,null,null,25,null,5
817,25,1,2046,6,null,null,null,26,null,null,null
817,26,0,2046,6,null,null,null,null,25,null,null
818,25,1,2058,12,null,null,null,26,null,null,null
818,26,0,2049,3,null,null,null,null,25,null,null
819,25,1,2076,18,null,null,null,26,null,null,null
819,26,0,2058,9,null,null,null,null,25,null,null
820,25,1,2100,24,null,null,null,26,null,null,null
820,26,0,2073,15,null,null,null,null,25,null,null
821,25,1,2130,30,null,null,null,26,null,null,null
821,26,0,2094,21,null,null,null,null,25,null,null
822,25,1,2166,36,null,null,null,26,null,null,null
822,26,0,2121,27,null,null,null,null,25,null,null
823,26,0,2145,24,null,null,null,null,null,null,null
824,26,0,2175,30,null,null,null,null,null,null,null
838,27,1,30,29,null,null,null,null,null,null,1
839,27,1,65,35,null,null,null,28,null,null,1
839,28,0,30,29,null,null,null,null,27,null,1
840,27,1,105,40,null,null,null,28,null,null,1
840,28,0,65,35,null,null,null,null,27,null,1
841,27,1,145,40,null,null,null,28,null,null,2
841,28,0,105,40,null,null,null,null,27,null,1
842,27,1,185,40,null,null,null,28,null,null,2
842,28,0,145,40,null,null,null,null,27,null,2
843,27,1,225,40,null,null,null,28,null,null,2
843,28,0,185,40,null,null,null,null,27,null,2
844,27,1,265,40,null,null,null,28,null,null,2
844,28,0,222,37,null,null,null,null,27,null,2
845,27,1,305,40,null,null,null,28,null,null,2
845,28,0,262,40,null,null,null,null,27,null,2
846,27,1,345,40,null,null,null,28,null,null,2
846,28,0,302,40,null,null,null,null,27,null,2
847,27,1,385,40,null,null,null,28,null,null,2
847,28,0,342,40,null,29,null,null,27,null,2
847,29,0,21,20,28,null,null,null,27,null,1
848,27,1,422,37,null,null,null,28,null,null,2
848,28,0,382,40,null,29,null,null,27,null,2
848,29,0,47,26,28,null,null,null,27,null,1
849,27,1,462,40,null,null,null,28,null,null,2
849,28,0,422,40,null,29,null,null,27,null,2
849,29,0,79,32,28,null,null,null,27,null,1
850,27,1,502,40,null,null,null,28,null,null,2
850,28,0,462,40,null,29,null,null,27,null,2
850,29,0,117,38,28,null,null,null,27,null,1
851,27,1,542,40,null,null,null,28,null,null,2
851,28,0,502,40,null,29,null,null,27,null,2
851,29,0,157,40,28,null,null,null,27,null,null
852,27,1,582,40,null,null,null,28,null,null,2
852,28,0,542,40,null,29,null,null,27,null,2
852,29,0,197,40,28,null,null,null,27,null,null
853,27,1,622,40,null,null,null,28,null,null,2
853,28,0,582,40,null,29,null,null,27,null,2
853,29,0,237,40,28,null,null,null,27,null,null
854,27,1,659,37,null,null,null,28,null,null,2
854,28,0,619,37,null,29,null,null,27,null,2
854,29,0,277,40,28,null,null,null,27,null,null
855,27,1,661,2,null,null,null,28,null,null,2
855,28,0,659,40,null,29,null,null,27,null,2
855,29,0,314,37,28,30,null,null,27,null,null
855,30,0,30,29,29,null,null,null,27,null,1
856,27,1,661,0,null,null,null,28,null,null,2
856,28,0,661,2,null,29,null,null,27,null,2
856,29,0,354,40,28,30,null,null,27,null,null
856,30,0,56,26,29,null,null,null,27,null,1
857,27,1,661,0,null,null,null,28,null,null,2
857,28,0,661,0,null,29,null,null,27,null,2
857,29,0,394,40,28,30,null,null,27,null,null
857,30,0,79,23,29,null,null,null,27,null,1
858,27,1,661,0,null,null,null,28,null,null,2
858,28,0,661,0,null,29,null,null,27,null,2
858,29,0,434,40,28,30,null,null,27,null,null
858,30,0,108,29,29,null,null,null,27,null,1
859,27,1,661,0,null,null,null,28,null,null,2
859,28,0,661,0,null,29,null,null,27,null,2
859,29,0,474,40,28,30,null,null,27,null,null
859,30,0,143,35,29,null,null,null,27,null,1
860,27,1,661,0,null,null,null,28,null,null,2
860,28,0,661,0,null,29,null,null,27,null,2
860,29,0,514,40,28,30,null,null,27,null,null
860,30,0,143,0,29,null,null,null,27,null,1
861,27,1,661,0,null,31,null,28,null,null,2
861,28,0,661,0,null,29,null,null,27,31,2
861,29,0,554,40,28,30,null,null,27,31,null
861,30,0,143,0,29,null,null,null,27,31,1
861,31,1,30,29,27,null,30,null,null,null,1
862,27,1,661,0,null,31,null,28,null,null,2
862,28,0,661,0,null,29,null,null,27,31,2
862,29,0,594,40,28,30,null,null,27,31,null
862,30,0,143,0,29,null,null,null,27,31,1
862,31,1,65,35,27,null,30,null,null,null,1
863,27,1,661,0,null,31,null,28,null,null,2
863,28,0,661,0,null,29,null,null,27,31,2
863,29,0,634,40,28,30,null,null,27,31,null
863,30,0,143,0,29,null,null,null,27,31,1
863,31,1,105,40,27,null,30,null,null,null,1
864,27,1,661,0,null,31,null,28,null,null,2
864,28,0,661,0,null,29,null,null,27,31,2
864,29,0,646,12,28,30,null,null,27,31,null
864,30,0,143,0,29,null,null,null,27,31,1
864,31,1,143,38,27,null,30,null,null,null,1
865,27,1,661,0,null,31,null,28,null,null,2
865,28,0,661,0,null,29,null,null,27,31,2
865,29,0,646,0,28,30,null,null,27,31,null
865,30,0,143,0,29,null,null,null,27,31,1
865,31,1,143,0,27,null,30,null,null,null,1
866,27,1,661,0,null,31,null,28,null,null,2
866,28,0,661,0,null,29,null,null,27,31,2
866,29,0,646,0,28,30,null,null,27,31,null
866,30,0,143,0,29,null,null,null,27,31,1
866,31,1,143,0,27,null,30,null,null,null,1
867,27,1,661,0,null,31,null,28,null,null,2
867,28,0,661,0,null,29,null,null,27,31,2
867,29,0,646,0,28,30,null,null,27,31,null
867,30,0,143,0,29,null,null,null,27,31,1
867,31,1,143,0,27,null,30,null,null,null,1
868,27,1,661,0,null,31,null,28,null,null,2
868,28,0,661,0,null,29,null,null,27,31,2
868,29,0,646,0,28,30,null,null,27,31,null
868,30,0,143,0,29,null,null,null,27,31,1
868,31,1,143,0,27,null,30,null,null,null,1
869,27,1,661,0,null,31,null,28,null,null,2
869,28,0,661,0,null,29,null,null,27,31,2
869,29,0,646,0,28,30,null,null,27,31,null
869,30,0,143,0,29,null,null,null,27,31,1
869,31,1,143,0,27,null,30,null,null,null,1
870,27,1,661,0,null,31,null,28,null,null,2
870,28,0,661,0,null,29,null,null,27,31,2
870,29,0,646,0,28,30,null,null,27,31,null
870,30,0,143,0,29,null,null,null,27,31,1
870,31,1,143,0,27,null,30,null,null,null,1
871,27,1,661,0,null,31,null,28,null,null,2
871,28,0,661,0,null,29,null,null,27,31,2
871,29,0,646,0,28,30,null,null,27,31,null
871,30,0,143,0,29,null,null,null,27,31,1
871,31,1,143,0,27,null,30,null,null,null,1
872,27,1,661,0,null,31,null,28,null,null,2
872,28,0,661,0,null,29,null,null,27,31,2
872,29,0,646,0,28,30,null,null,27,31,null
872,30,0,143,0,29,null,null,null,27,31,1
872,31,1,143,0,27,null,30,null,null,null,1
873,27,1,661,0,null,31,null,28,null,null,2
873,28,0,661,0,null,29,null,null,27,31,2
873,29,0,646,0,28,30,null,null,27,31,null
873,30,0,143,0,29,null,null,null,27,31,1
873,31,1,143,0,27,null,30,null,null,null,1
874,27,1,661,0,null,31,null,28,null,null,2
874,28,0,661,0,null,29,null,null,27,31,2
874,29,0,646,0,28,30,null,null,27,31,null
874,30,0,143,0,29,null,null,null,27,31,1
874,31,1,143,0,27,null,30,null,null,null,1
875,27,1,661,0,null,31,null,28,null,null,2
